fkey|symbol|name|board|stock_code|52_week_high|52_week_low|open|high|low|last|chg|chg_pct|Vol_00|buy_Vol_00|sell_Vol_00|update|logdate
0|ADVENTA|ADVENTA BHD|Main|7191|0.625|0.35|0.370|0.370|0.350|0.35|-0.01|-2.78|0.355 / 200|0.355 / 200|0.355 / 200|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|AHEALTH|APEX HEALTHCARE BHD|Main|7090|8.87|4.9|8.700|8.800|8.650|8.8|0.2|2.33|8.630 / 5|8.630 / 5|8.630 / 5|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|CCMDBIO|CCM DUOPHARMA BIOTECH BHD|Main|7148|3.43|0.925|1.160|1.160|1.120|1.13|-0.03|-2.59|1.130 / 91|1.130 / 91|1.130 / 91|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|HARTA|HARTALEGA HOLDINGS BHD|Main|5168|11.88|4.92|5.380|5.380|5.210|5.25|-0.13|-2.42|5.240 / 10|5.240 / 10|5.240 / 10|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|IHH|IHH HEALTHCARE BERHAD|Main|5225|6.42|4.54|5.750|5.800|5.690|5.8|0.01|0.17|5.800 / 1380|5.800 / 1380|5.800 / 1380|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|KOSSAN|KOSSAN RUBBER INDUSTRIES BHD|Main|7153|8.96|3.57|4.050|4.050|3.970|4.01|-0.04|-0.99|4.010 / 50|4.010 / 50|4.010 / 50|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|KOTRA|KOTRA INDUSTRIES BHD|Main|0002|1.9|1.6|1.700|1.750|1.700|1.75|-0.04|-2.23|1.750 / 20|1.750 / 20|1.750 / 20|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|KPJ|KPJ HEALTHCARE BHD|Main|5878|1.17|0.84|1.070|1.070|1.060|1.07|0.0|0.0|1.060 / 12913|1.060 / 12913|1.060 / 12913|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|PHARMA|PHARMANIAGA BHD|Main|7081|4.3|2.5|2.700|2.700|2.500|2.61|-0.15|-5.43|2.600 / 80|2.600 / 80|2.600 / 80|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|SUPERMX|SUPERMAX CORPORATION BHD|Main|7106|4.61|1.43|1.670|1.670|1.600|1.61|-0.06|-3.59|1.610 / 4811|1.610 / 4811|1.610 / 4811|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|TMCLIFE|TMC LIFE SCIENCES BHD|Main|0101|0.845|0.695|0.730|0.730|0.730|0.73|0.0|0.0|0.725 / 2813|0.725 / 2813|0.725 / 2813|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|TMCLIFE-WB|TMC LIFE SCIENCES BERHAD WARRANTS B|Main|0101WB|0.19|0.025|0.025|0.030|0.025|0.03|0.0|0.0|0.020 / 21020|0.020 / 21020|0.020 / 21020|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|TOPGLOV|TOP GLOVE CORPORATION BHD|Main|7113|12.48|4.61|5.100|5.110|4.780|4.83|-0.27|-5.29|4.820 / 694|4.820 / 694|4.820 / 694|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
0|YSPSAH|Y.S.P.SOUTHEAST ASIA HOLDING|Main|7178|3.39|2.33|2.900|2.900|2.900|2.9|0.02|0.69|2.850 / 3|2.850 / 3|2.850 / 3|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|ALAM|ALAM MARITIM RESOURCES BHD|Main|5115|0.195|0.06|0.100|0.105|0.100|0.105|0.005|5.0|0.100 / 33719|0.100 / 33719|0.100 / 33719|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|ARMADA|BUMI ARMADA BERHAD|Main|5210|0.95|0.145|0.205|0.205|0.200|0.2|-0.005|-2.44|0.200 / 281377|0.200 / 281377|0.200 / 281377|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|BARAKAH|BARAKAH OFFSHORE PETROLEUM BHD|Main|7251|0.29|0.04|0.120|0.120|0.100|0.1|-0.02|-16.67|0.100 / 52358|0.100 / 52358|0.100 / 52358|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|CARIMIN|CARIMIN PETROLEUM BERHAD|Main|5257|0.945|0.205|0.835|0.835|0.785|0.81|-0.035|-4.14|0.805 / 500|0.805 / 500|0.805 / 500|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|COASTAL|COASTAL CONTRACTS BHD|Main|5071|1.35|0.735|1.030|1.030|1.010|1.02|0.01|0.99|1.020 / 54|1.020 / 54|1.020 / 54|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|DAYA|DAYA MATERIALS BHD|Main|0091|0.08|0.005|0.010|0.010|0.005|0.01|0.0|0.0|0.005 / 973714|0.005 / 973714|0.005 / 973714|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|DAYANG|DAYANG ENTERPRISE HOLDINGS BHD|Main|5141|0.92|0.5|0.790|0.820|0.785|0.795|0.005|0.63|0.795 / 1534|0.795 / 1534|0.795 / 1534|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|DELEUM|DELEUM BHD|Main|5132|1.34|0.9|1.160|1.190|1.160|1.17|0.01|0.86|1.170 / 183|1.170 / 183|1.170 / 183|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|DIALOG|DIALOG GROUP BHD|Main|7277|3.66|2.47|3.320|3.320|3.220|3.25|-0.07|-2.11|3.240 / 320|3.240 / 320|3.240 / 320|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|HANDAL|HANDAL RESOURCES BERHAD|Main|7253|0.535|0.235|-|-|-|0.35|0.0|0.0|0.340 / 210|0.340 / 210|0.340 / 210|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|HENGYUAN|HENGYUAN REFINING COMPANY BERHAD|Main|4324|15.38|4.51|5.990|6.030|5.780|6.03|-0.07|-1.15|6.030 / 85|6.030 / 85|6.030 / 85|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|HIBISCS|HIBISCUS PETROLEUM BHD|Main|5199|1.36|0.705|1.060|1.070|1.040|1.06|0.0|0.0|1.060 / 21051|1.060 / 21051|1.060 / 21051|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|HIBISCS-WC|HIBISCUS PETROLEUM BERHAD - WARRANTS 2018/2021|Main|5199WC|0.665|0.2|0.510|0.510|0.495|0.51|0.0|0.0|0.505 / 2457|0.505 / 2457|0.505 / 2457|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|HUAAN|SINO HUA-AN INTERNATIONAL BHD|Main|2739|0.62|0.13|0.205|0.210|0.200|0.2|-0.005|-2.44|0.200 / 26995|0.200 / 26995|0.200 / 26995|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|ICON|ICON OFFSHORE BERHAD|Main|5255|0.24|0.06|0.105|0.105|0.100|0.1|-0.01|-9.09|0.100 / 8837|0.100 / 8837|0.100 / 8837|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|KNM|KNM GROUP BHD|Main|7164|0.24|0.07|0.105|0.110|0.105|0.105|-0.01|-8.7|0.105 / 156185|0.105 / 156185|0.105 / 156185|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|KNM-WB|KNM GROUP BERHAD - WARRANTS 2015/2020|Main|7164WB|0.065|0.01|-|-|-|0.02|0.0|0.0|0.015 / 18083|0.015 / 18083|0.015 / 18083|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|MHB|MALAYSIA MARINE AND HEAVY ENG|Main|5186|0.865|0.495|0.770|0.770|0.750|0.75|-0.025|-3.23|0.750 / 40|0.750 / 40|0.750 / 40|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|PENERGY|PETRA ENERGY BHD|Main|5133|0.785|0.315|-|-|-|0.42|0.0|0.0|0.415 / 100|0.415 / 100|0.415 / 100|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|PERDANA|PERDANA PETROLEUM BERHAD|Main|7108|0.36|0.175|0.280|0.300|0.270|0.29|0.025|9.43|0.285 / 12104|0.285 / 12104|0.285 / 12104|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|PERISAI|PERISAI PETROLEUM TEKNOLOGI|Main|0047|0.065|0.005|-|-|-|0.005|0.0|0.0|0.000 / 0|0.000 / 0|0.000 / 0|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|PETRONM|PETRON MALAYSIA REFINING & MARKETING BERHAD|Main|3042|12.08|6.01|6.950|6.950|6.800|6.89|-0.6|-8.01|6.890 / 5|6.890 / 5|6.890 / 5|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|REACH|REACH ENERGY BHD|Main|5256|0.52|0.21|0.335|0.335|0.320|0.325|-0.01|-2.99|0.325 / 1800|0.325 / 1800|0.325 / 1800|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|REACH-WA|REACH ENERGY BHD-WARRANTS A 14/22|Main|5256WA|0.135|0.055|0.075|0.075|0.070|0.075|0.0|0.0|0.070 / 98863|0.070 / 98863|0.070 / 98863|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SAPNRG|SAPURA ENERGY BERHAD|Main|5218|0.91|0.255|0.325|0.330|0.310|0.315|-0.01|-3.08|0.315 / 166343|0.315 / 166343|0.315 / 166343|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SAPNRG-PA|SAPURA ENERGY BERHAD - RCPS-I A 2019/2024|Main|5218PA|0.45|0.355|0.390|0.390|0.390|0.39|0.0|0.0|0.385 / 436|0.385 / 436|0.385 / 436|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SAPNRG-WA|SAPURA ENERGY BERHAD - WARRANTS A 2019/2026|Main|5218WA|0.18|0.085|0.105|0.110|0.100|0.105|0.0|0.0|0.100 / 303528|0.100 / 303528|0.100 / 303528|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SCOMI|SCOMI GROUP BHD|Main|7158|0.2|0.04|0.045|0.045|0.040|0.04|-0.01|-20.0|0.040 / 86023|0.040 / 86023|0.040 / 86023|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SCOMI-WB|SCOMI GROUP BERHAD - WARRANTS B|Main|7158WB|0.125|0.005|0.010|0.010|0.010|0.01|0.0|0.0|0.010 / 14151|0.010 / 14151|0.010 / 14151|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SCOMIES|SCOMI ENERGY SERVICES BHD|Main|7045|0.12|0.03|0.050|0.055|0.050|0.055|0.0|0.0|0.050 / 1810|0.050 / 1810|0.050 / 1810|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SERBADK|SERBA DINAMIK HOLDINGS BERHAD|Main|5279|4.28|2.87|3.990|3.990|3.930|3.95|-0.03|-0.75|3.950 / 3418|3.950 / 3418|3.950 / 3418|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SUMATEC|SUMATEC RESOURCES BHD|Main|1201|0.09|0.005|0.010|0.010|0.005|0.005|-0.005|-50.0|0.005 / 3273632|0.005 / 3273632|0.005 / 3273632|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|SUMATEC-WA|SUMATEC RES BHD-WARRANTS 11/21|Main|1201WA|0.07|0.005|-|-|-|0.005|0.0|0.0|0.005 / 486|0.005 / 486|0.005 / 486|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|T7GLOBAL|T7 GLOBAL BERHAD|Main|7228|0.635|0.3|0.445|0.445|0.435|0.435|-0.01|-2.25|0.430 / 1060|0.430 / 1060|0.430 / 1060|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|THHEAVY|TH HEAVY ENGINEERING BERHAD|Main|7206|0.1|0.025|0.045|0.045|0.040|0.045|0.0|0.0|0.040 / 44324|0.040 / 44324|0.040 / 44324|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|THHEAVY-PB|TH HEAVY ENGINEERING BERHAD-ISLAMIC IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 15/20|Main|7206PB|0.12|0.015|-|-|-|0.015|0.0|0.0|0.015 / 866|0.015 / 866|0.015 / 866|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|UZMA|UZMA BHD|Main|7250|1.57|0.55|0.905|0.910|0.880|0.9|-0.005|-0.55|0.900 / 1500|0.900 / 1500|0.900 / 1500|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|VELESTO|VELESTO ENERGY BERHAD|Main|5243|0.34|0.165|0.240|0.240|0.230|0.23|-0.01|-4.17|0.230 / 68253|0.230 / 68253|0.230 / 68253|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|VELESTO-WA|VELESTO ENERGY BERHAD - WARRANTS 2017/2024|Main|5243WA|0.165|0.05|0.085|0.090|0.080|0.085|-0.005|-5.56|0.080 / 24129|0.080 / 24129|0.080 / 24129|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|WASEONG|WAH SEONG CORPORATION BHD|Main|5142|1.71|0.595|0.895|0.895|0.850|0.88|-0.02|-2.22|0.880 / 18|0.880 / 18|0.880 / 18|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
1|YINSON|YINSON HOLDINGS BHD|Main|7293|4.95|3.68|4.290|4.300|4.260|4.26|-0.01|-0.23|4.250 / 30|4.250 / 30|4.250 / 30|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|CENSOF|CENSOF HOLDINGS BERHAD|Main|5195|0.265|0.12|0.160|0.165|0.160|0.165|0.005|3.12|0.160 / 2680|0.160 / 2680|0.160 / 2680|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|CENSOF-WB|CENSOF HOLDINGS BERHAD - WARRANTS B 14/19|Main|5195WB|0.11|0.005|0.010|0.015|0.010|0.015|0.005|50.0|0.005 / 13700|0.005 / 13700|0.005 / 13700|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|CUSCAPI|CUSCAPI BHD|Main|0051|0.575|0.13|0.220|0.220|0.215|0.215|-0.01|-4.44|0.215 / 1061|0.215 / 1061|0.215 / 1061|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|D%26O|D&O GREEN TECHNOLOGIES BERHAD|Main|7204|1.0|0.55|0.775|0.780|0.750|0.75|-0.025|-3.23|0.750 / 2779|0.750 / 2779|0.750 / 2779|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DATAPRP|DATAPREP HOLDINGS BHD|Main|8338|0.295|0.175|0.235|0.235|0.225|0.225|-0.01|-4.26|0.225 / 561|0.225 / 561|0.225 / 561|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DIGISTA|DIGISTAR CORPORATION BHD|Main|0029|0.12|0.04|0.050|0.055|0.050|0.055|0.0|0.0|0.050 / 1739|0.050 / 1739|0.050 / 1739|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DIGISTA-WB|DIGISTAR CORP BHD-WB|Main|0029WB|0.1|0.015|-|-|-|0.02|0.0|0.0|0.020 / 500|0.020 / 500|0.020 / 500|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DNEX|DAGANG NEXCHANGE BERHAD|Main|4456|0.48|0.195|0.320|0.340|0.315|0.325|0.0|0.0|0.320 / 24273|0.320 / 24273|0.320 / 24273|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DNEX-WD|DAGANG NEXCHANGE BERHAD - WARRANTS 2016/2021|Main|4456WD|0.19|0.055|0.085|0.090|0.085|0.085|0.0|0.0|0.085 / 48181|0.085 / 48181|0.085 / 48181|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DSONIC|DATASONIC GROUP BERHAD|Main|5216|1.14|0.295|0.475|0.480|0.470|0.475|-0.005|-1.04|0.475 / 69|0.475 / 69|0.475 / 69|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|DSONIC-WA|DATASONIC GROUP BERHAD - WARRANTS A 2018/2023|Main|5216WA|0.3|0.05|0.085|0.085|0.085|0.085|0.0|0.0|0.080 / 29049|0.080 / 29049|0.080 / 29049|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|EDARAN|EDARAN BHD|Main|5036|0.84|0.335|0.590|0.590|0.575|0.575|-0.01|-1.71|0.575 / 709|0.575 / 709|0.575 / 709|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|EFORCE|EXCEL FORCE MSC BHD|Main|0065|1.37|0.335|0.530|0.570|0.530|0.555|0.025|4.72|0.550 / 977|0.550 / 977|0.550 / 977|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|EFORCE-WA|EXCEL FORCE MSC BHD-WARRANT A 14/19|Main|0065WA|0.995|0.11|0.170|0.195|0.170|0.19|0.02|11.76|0.185 / 379|0.185 / 379|0.185 / 379|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|ELSOFT|ELSOFT RESEARCH BHD|Main|0090|3.53|1.0|1.230|1.250|1.170|1.19|-0.03|-2.46|1.190 / 47|1.190 / 47|1.190 / 47|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|FRONTKN|FRONTKEN CORPORATION BHD|Main|0128|0.995|0.345|0.960|0.965|0.940|0.96|-0.005|-0.52|0.955 / 100|0.955 / 100|0.955 / 100|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|FSBM|FSBM HOLDINGS BHD|Main|9377|0.24|0.08|-|-|-|0.095|0.0|0.0|0.000 / 0|0.000 / 0|0.000 / 0|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|FSBM-WA|FSBM HOLDINGS BERHAD - WARR|Main|9377WA|0.08|0.02|-|-|-|0.025|0.0|0.0|0.000 / 0|0.000 / 0|0.000 / 0|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|GHLSYS|GHL SYSTEMS BHD|Main|0021|1.86|1.03|1.650|1.720|1.650|1.7|0.0|0.0|1.700 / 42|1.700 / 42|1.700 / 42|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|GRANFLO|GRAND-FLO BERHAD|Main|0056|0.25|0.18|0.210|0.215|0.210|0.215|0.005|2.38|0.205 / 2100|0.205 / 2100|0.205 / 2100|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|GTRONIC|GLOBETRONICS TECHNOLOGY BHD|Main|7022|6.4|1.39|1.970|1.980|1.890|1.96|-0.01|-0.51|1.960 / 4762|1.960 / 4762|1.960 / 4762|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|HTPADU|HEITECH PADU BHD|Main|5028|1.16|0.34|0.815|0.830|0.795|0.8|-0.015|-1.84|0.795 / 1003|0.795 / 1003|0.795 / 1003|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|INARI|INARI AMERTRON BERHAD|Main|0166|3.47|1.22|1.550|1.610|1.500|1.5|-0.11|-6.83|1.500 / 6189|1.500 / 6189|1.500 / 6189|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|INARI-WB|INARI AMERTRON BERHAD-WARRANTS B 15/20|Main|0166WB|2.65|0.71|1.050|1.060|0.980|0.99|-0.1|-9.17|0.990 / 247|0.990 / 247|0.990 / 247|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|ITRONIC|INDUSTRONICS BHD|Main|9393|0.2|0.07|0.100|0.100|0.100|0.1|0.0|0.0|0.095 / 100|0.095 / 100|0.095 / 100|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|JCY|JCY INTERNATIONAL BERHAD|Main|5161|0.425|0.155|0.225|0.230|0.220|0.225|0.0|0.0|0.220 / 489|0.220 / 489|0.220 / 489|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|KESM|KESM INDUSTRIES BHD|Main|9334|20.88|7.41|9.320|9.620|9.320|9.6|0.04|0.42|9.590 / 20|9.590 / 20|9.590 / 20|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|KEYASIC|KEY ASIC BHD|Main|0143|0.245|0.095|0.110|0.115|0.105|0.11|-0.005|-4.35|0.110 / 1116|0.110 / 1116|0.110 / 1116|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|MI|MI TECHNOVATION BERHAD|Main|5286|3.37|1.39|2.700|2.720|2.570|2.71|0.01|0.37|2.710 / 274|2.710 / 274|2.710 / 274|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|MMSV|MMS VENTURES BHD|Main|0113|1.72|0.66|0.910|0.915|0.900|0.905|-0.01|-1.09|0.900 / 352|0.900 / 352|0.900 / 352|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|MPI|MALAYSIAN PACIFIC INDUSTRIES|Main|3867|13.2|7.57|10.080|10.120|9.900|10.0|-0.22|-2.15|9.980 / 21|9.980 / 21|9.980 / 21|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|MSNIAGA|MESINIAGA BHD|Main|5011|1.93|0.95|1.750|1.770|1.730|1.73|-0.06|-3.35|1.730 / 218|1.730 / 218|1.730 / 218|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|MYEG|MY E.G. SERVICES BHD|Main|0138|3.03|0.655|1.050|1.050|1.020|1.02|-0.03|-2.86|1.020 / 23661|1.020 / 23661|1.020 / 23661|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|NOTION|NOTION VTEC BHD|Main|0083|0.79|0.515|0.680|0.685|0.645|0.645|-0.03|-4.44|0.645 / 264|0.645 / 264|0.645 / 264|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|NOTION-WC|NOTION VTEC BERHAD - WARRANTS C 2018/2023|Main|0083WC|0.41|0.2|0.310|0.310|0.300|0.3|-0.01|-3.23|0.300 / 7|0.300 / 7|0.300 / 7|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|OMESTI|OMESTI BHD|Main|9008|0.52|0.335|0.385|0.385|0.375|0.375|-0.015|-3.85|0.370 / 300|0.370 / 300|0.370 / 300|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|PANPAGE|PANPAGES BERHAD|Main|0041|0.315|0.19|0.245|0.245|0.235|0.235|-0.005|-2.08|0.235 / 1391|0.235 / 1391|0.235 / 1391|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|PENTA|PENTAMASTER CORPORATION BHD|Main|7160|3.87|1.7|3.330|3.360|3.270|3.32|-0.03|-0.9|3.310 / 105|3.310 / 105|3.310 / 105|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|PRESBHD|PRESTARIANG BERHAD|Main|5204|1.71|0.255|0.440|0.460|0.435|0.445|0.01|2.3|0.440 / 17040|0.440 / 17040|0.440 / 17040|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|THETA|THETA EDGE BERHAD|Main|9075|0.47|0.24|0.390|0.405|0.390|0.4|0.01|2.56|0.395 / 450|0.395 / 450|0.395 / 450|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|TRIVE|TRIVE PROPERTY GROUP BERHAD|Main|0118|0.045|0.01|0.020|0.020|0.015|0.02|0.0|0.0|0.015 / 361174|0.015 / 361174|0.015 / 361174|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|TRIVE-WB|TRIVE PROPERTY GROUP BERHAD - WARRANTS 2017/2020|Main|0118WB|0.025|0.005|-|-|-|0.005|0.0|0.0|0.000 / 0|0.000 / 0|0.000 / 0|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|TURIYA|TURIYA BHD|Main|4359|0.2|0.105|-|-|-|0.155|0.0|0.0|0.145 / 1413|0.145 / 1413|0.145 / 1413|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|UNISEM|UNISEM (M) BHD|Main|5005|3.3|1.6|3.100|3.100|3.080|3.1|0.0|0.0|3.050 / 69|3.050 / 69|3.050 / 69|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|VITROX|VITROX CORPORATION BHD|Main|0097|8.52|4.85|6.950|6.950|6.800|6.82|-0.13|-1.87|6.820 / 61|6.820 / 61|6.820 / 61|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|VSTECS|VSTECS BERHAD|Main|5162|1.28|0.91|1.020|1.030|0.995|1.0|0.0|0.0|0.995 / 343|0.995 / 343|0.995 / 343|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
2|WILLOW|WILLOWGLEN MSC BHD|Main|0008|1.32|0.415|0.505|0.505|0.490|0.49|-0.015|-2.97|0.480 / 240|0.480 / 240|0.480 / 240|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|ACME|ACME HOLDINGS BERHAD|Main|7131|0.38|0.23|-|-|-|0.23|0.0|0.0|0.230 / 150|0.230 / 150|0.230 / 150|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|AMPROP|AMCORP PROPERTIES BERHAD|Main|1007|0.755|0.49|0.520|0.530|0.520|0.525|0.005|0.96|0.520 / 865|0.520 / 865|0.520 / 865|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|AMPROP-PA|AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A|Main|1007PA|0.42|0.22|0.255|0.255|0.250|0.255|0.0|0.0|0.255 / 24|0.255 / 24|0.255 / 24|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|AMPROP-PB|AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B|Main|1007PB|0.72|0.57|-|-|-|0.58|0.0|0.0|0.440 / 100|0.440 / 100|0.440 / 100|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|AMVERTON|AMVERTON BERHAD|Main|5959|1.26|0.87|-|-|-|1.0|0.0|0.0|0.980 / 50|0.980 / 50|0.980 / 50|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|ARK|ARK RESOURCES HOLDINGS BERHAD|Main|7007|0.65|0.28|0.380|0.380|0.380|0.38|-0.07|-15.56|0.405 / 100|0.405 / 100|0.405 / 100|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|ARK-WB|ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021|Main|7007WB|0.0|0.0|-|-|-|0.09|0.0|0.0|0.040 / 322|0.040 / 322|0.040 / 322|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|ASIAPAC|ASIAN PAC HOLDINGS BHD|Main|4057|0.175|0.11|0.120|0.120|0.120|0.12|0.0|0.0|0.115 / 22881|0.115 / 22881|0.115 / 22881|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|ASIAPAC-WB|ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022|Main|4057WB|0.085|0.035|-|-|-|0.05|0.0|0.0|0.040 / 1000|0.040 / 1000|0.040 / 1000|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|AYER|AYER HOLDINGS BERHAD|Main|2305|6.7|4.2|-|-|-|4.2|0.0|0.0|4.210 / 9|4.210 / 9|4.210 / 9|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|BCB|BCB BHD|Main|6602|0.475|0.22|0.285|0.295|0.285|0.295|0.0|0.0|0.295 / 21|0.295 / 21|0.295 / 21|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|BDB|BINA DARULAMAN BHD|Main|6173|0.63|0.285|0.365|0.365|0.360|0.36|0.005|1.41|0.355 / 200|0.355 / 200|0.355 / 200|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
3|BERTAM|BERTAM ALLIANCE BHD|Main|9814|0.43|0.18|0.260|0.260|0.260|0.26|0.0|0.0|0.260 / 950|0.260 / 950|0.260 / 950|22 Feb 2019 7:11 PM|2019-02-24 00:40:36
